dt,feedback_text_en
2019-04-30,for the huge offer a very good product filter.
2019-03-21,"Dear xxx Team, I have already shipped the seafolly articles back to you completely and never received the xxx articles. About 3 weeks ago, I phoned with an employee of you to clarify where the xxx articles remain and get the information that they could not be delivered and were deposited in a post office and were sent from there back to you. I did not receive any information about it and therefore did not pick it up. Please check this and give me a short feedback. Best regards, xxx On 22.03.xxxx at 10:34 xxx team wrote xxx> : xxx xxxxxxxxxx | xxxxxx | SALE Hello Anne, We were happy about your order on Mon, 18.02.xxxx and can understand it, of course, if one overlooks an invoice or simply forgets. Therefore, we would like to remind you to pay the outstanding amount of xxxx93 €. You have transferred? It may take up to 5 working days for your payment to be credited. You will receive a confirmation of your payment by e-mail. You have returned items? Please allow us up to 14 days to process your return. You will receive a confirmation by e-mail. More details can be found on our help page for refund. You have already received a confirmation of your return or payment? In this case, our letter overlapped with the confirmation. Please consider this letter as meaningless. Invoice amount xxxx78 € Open invoice amount xxxx93 € Payment due by Fri, 29.03.xxxxxxxxx93 € Please direct the transfer to the following account and enter your order number xxx as the intended purpose: Payee: xxx SE IBAN: xxx: xxxxxxxxxxx Bank: Deutsche Bank Purpose: xxx If If you are in arrears of payment and we do not receive a payment or a return within the next 7 days, we reserve the right to charge you an additional fee with the next reminder."
2019-03-27,Good evening I need a return label for the shipping partner super dry. Thank you.
2019-04-16,"Dear Ladies and Gentlemen, It has now happened several times that returned goods were returned with the appropriate returns slip on the wrong order. For me, this is not understandable, since the enclosed return slip was always filled out correctly. With the order xxx I ordered a pair of trousers from xxx for xxxx95 € which have been returned. Incorrectly the pants of the order xxx for xxxx95 € was booked as returned. Then the customer service has refunded me the price difference in the amount of 38,00 €. In the end I wanted to keep the pants of the order xxx for xxxx95 €, which, however, was booked by them as returned, although the correct returns slip was enclosed. If you give your customers the right to return goods within xxx days, you must also admit them. I order an item and I do not wear it, because I want to wait and see if it will be cheaper, without risking that it will eventually sell out. If the item should be cheaper at some point, I will order it again, but will not arrange for the return of the original order until I have spotted the item in order to rule out possible defects. In the end, I have now paid € 38.00 too much and would ask you to comment on this or credit the difference accordingly. Thank you for your support. Sincerely, xxx"
2019-04-23,"Dear ladies and gentlemen, on 17.04.19 we made a transfer of 71,93 Euro. Purpose was customer no. xxx. Was this amount credited to my account? Thanks in advance and best regards xxx"
2019-03-27,"Hello, I recently received a reminder from you for a missing amount of CHF 25.00. I have the pants (xxx / xxx) sent back. Keep the other two pants and pay that amount. Already at the confirmation of the retort, the wrong trousers were listed as being returned. I assume that you have made a mistake in the system. Please reconfirm to me that these CHF 25.00 are flawed. Many thanks and best regards, xxx"
2019-03-29,"Dear Ladies and Gentlemen, I received a reminder today. However, I already paid 2 weeks ago. Total xxx and the last three orders. Yours sincerely"
2019-04-01,"Good day, again a jumper of this order has been reduced Under Armor xxxxxxxxx-C instead of 39.95 now 29.95 Please therefore ask for price adjustment. Thanks in advance. Sincerely, M.Deutzmann"
2019-04-16,"Dear xxx Team! I have a question and although I have kept part of this order and have just sent back a part. This results in a new invoice amount of xxxx. I wanted to ask if it is possible to redeem two coupon codes for this balance. Because I am xxx and More Member and have exchanged my miles for xxx. However, I did not dare to redeem the voucher for the entire order directly during the order process, because I knew that I would not keep the complete order and therefore would have brought me no discount. It would be great if I could redeem these two 10 € vouchers, or at least one, on this order. Here are the two codes: xxx I would be very happy if this would work! Best regards and happy xxx holidays! xxx"
2019-03-17,Have the article by DHL on 23.02.xxxx returned.
2019-04-15,"Hello, unfortunately, was by a big mess - the same article numbers were repeatedly used on the delivery note - not to see which article how much. Therefore, I have inadvertently transferred 5 € too little, but you have told me only on 14.04.xxxxx so three days ago, by mail The € 5 I will, of course, transfer, but certainly no € 1.80 reminder fee! Sincerely Christian xxx"
2019-04-30,Everything great
2019-04-09,"Dear xxx Team, Today I wanted to transfer the bill for the clothes and at the same time send a part back. Unfortunately, there is no return slip from the Next xxx pants. Thus I can not send the article unfortunately back. Can you send me this per mail? The payment is already placed and the other commodity is on the xxxxxxxx I avoid another reminder. Thank you and see you soon!"
2019-03-17,"Hello, I would like to return the product (xxx Partner Schuhe.de) Reebok Classic CL xxxxx MESH xxx low - mist / chalkPart: xxxxx - K11 Operation: xxx. Unfortunately the package does not include a return label. Can you please send me one? xxx"
2019-05-02,Easy to order
2019-04-25,"Dear Ladies and Gentlemen, I have just informed your shipping partner Hermes that the package is declared as delivered by you. Unfortunately, it has not arrived at my place and I have no pick-up or name of the neighbor in which this package was possibly delivered. So I ask for your help. Sincerely, xxx"
2019-04-09,"After 2 times wash I could unfortunately the first deficiencies. The lettering subsides and the letters are cracked. Very bad quality for a tshirt, which costs € 29.99!"
2019-04-08,"Very good ladies and gentlemen, you could ask to distribute my credit in the amount of xxx on the order xxx as well as xxx. Many, many thanks in advance ! Greetings, xxx"
2019-03-17,"Dear xxxTeam, I still have not received the item yet, although it seems to me delivered. How can that be? Request for feedback."
2019-03-27,"Unfortunately, I have just discovered today that in several places the seams rise. The trench coat has not been washed yet and not worn yet."
2019-03-29,"Dear xxx Team, It&#39;s about my order with the number xxx. I have returned all items except one (Item No .: xxx). This retained item has already been paid. Unfortunately, I received an email today that an open invoice amount in the amount of € 46.90 has not yet been paid, which relates to the articles article no .: xxxxxxxxx-B11 and article no .: xxx. However, I have returned these two articles. Why have not these been included in the return? Thanks in advance. Sincerely xxx"
2019-03-28,"Dear xxx Team, unfortunately my email did not arrive because the email address is no longer available. I have sent back all the items and the statement sent to you too I have now received my third reminder. I ask for correction of my return. Thank you. Best regards xxx"
2019-03-17,"Dear xxx-Team, I have redeemed before my order a voucher, which I wanted to use for the mentioned order (xxx). Anyway, my xxx balance (50 €, that was the voucher amount) was not counted in the order. Therefore I ask you to transfer the xxx credit to my account. My account details: xxx DE03 xxxx xxxx xxxx xxxx 49 Thank you in advance! With kind regards xxx"
2019-04-10,"Dear Ladies and Gentlemen, I&#39;ve worn the shoes only a few times so far and the Nike logo is already coming off and the material looks worn. Since I own the same model in a different color and I&#39;m used to a very good quality from Nike, I&#39;m very surprised. I am happy to send you photos of the article. Sincerely, xxx"
2019-04-30,Everything was great.xxx happy.Danke!
2019-04-09,"Dear ladies and gentlemen, I bought the shoe then for 84 € which was then reduced I bought it in gr 44 have also drum areas that I get it gr 43 xxx also for the same price With friendly xxx."
2019-04-22,"Hello xxx team, I have sent these articles back to you with the other articles. Unfortunately, it often happens to you that articles went back and I still get a reminder for payment for one or two things. Articles that have also been returned: xxxxxxxxx-A11 xxxxxxxxx-B11 I hope it clears up. Thank you xxx"
2019-03-17,"Good evening, Unfortunately I have problems with the zipper at the d. Green xxx, which jams and hangs constantly, if they would come to me with the price, I would xxxxxen the morning here to the tailor, I would be very happy about a quick feedback, otherwise I&#39;ll send you back. Yours sincerely"
2019-04-22,"Good day I keep getting reminders although the bill has already been paid! Have tried to make contact by phone, but the specified number is invalid. Please withdraw the reminders, thank you. Best regards xxx"
2019-04-01,"Dear Ladies and Gentlemen, Today I received a reminder, however, that I already have the Converse shoes with the delivery of the intended use no. xxx on 29.03. paid! Thus, the reminder is obsolete. Please check this and remit the dunning costs. Thanks in advance. Sincerely, xxx"
2019-03-31,"Hi, I have today received a reminder to the above order. I have retounced the goods to Lacoste. Can you please check whether the return has been received. Thank you and best regards, xxx"
2019-03-17,"Hello xxx team, the jacket of xxx is unfortunately broken after such a short time at the seams, that is unfortunately unacceptable. I would like to have a replacement or a refund. I like to send pictures, if possible. I ask for feedback. Sincerely, xxx"
2019-05-06,"Super fast delivery, no problems everything correct ... Top"
2019-04-08,I have this package today 10.04.xxxx returned to the post. Could you please note that you do not have to ask me an additional fee of 7.xxxxx. The first reminder came on 03.04.xxxxx Would be nice if you could arrange this.
2019-03-17,"Dear xxx-Team, To my order no. Xxxxxxxxxxxxxx the second package is missing, although it is stated that this has already been delivered. These are two articles by xxx. Please check where the package is located so I will not be charged for the items. Thank you very much xxx"
2019-03-17,"I have both items returned the said order, as I have already used a xxxx voucher for the order, I expected a refund of the voucher. Unfortunately, I received a reminder instead, in which only one article of the order was booked as a return and the remaining amount will be charged to me. Would be grateful for a quick clarification of the problem. xxx"
2019-04-01,Good day The listed article was not in the package
2019-04-12,"Dear xxx Team, I would like to inform xxx that in this package I have got 3x bikini top and xxx pants. Exactly this comment I have written on the return form and sent back all 3 things. I have already paid 10 euros reminder and I do not agree that I still have an open amount for this order. Please check it and let me know. Thank you, xxx"
2019-03-21,"Good morning dear xxx team, is the current sale discount on the already received items possible? Thank you very much for your answer. Best regards xxx"
2019-05-02,"Dear xxx-Team, Unfortunately I have not had this sweater for a very long time, but it already dissolves in one place. A stitch has come off. I would like to complain about this article. Best regards xxx"
2019-03-21,"Hello, today I picked up the package and when I saw the shoes, I immediately noticed that the shoes have been worn at least one day, the sole is dirty and there are two small spots on one of the shoes, since it is the last Couple is, in this size I think it&#39;s a pity. For an already worn shoe, I am not ready to pay the sum of xxxx95, if they could meet me with the price, I would be grateful. lg"
2019-04-25,"The xxx partner did not provide a return label, but the article is too small and I would like to return it. Could you please send me a return label by e-mail?"
2019-03-28,"Dear Ladies and Gentlemen, I was unfortunately not the article ordered by me delivered. I ordered the above article, so the xxx shirt in the color &quot;aviator navy&quot;, I got the color &quot;aviator navy / red&quot;. I would therefore ask them to arrange to deliver the article I have requested, of course I send back the product received, but I am not sure how to proceed with the return, because I do not want to lose the discount received. Sincerely, xxx"
2019-04-18,"Good evening, I was wearing the jacket for about 2-3 days and found when opening the bags that a button was not properly attached. Thus, now missing a button that broke loose when properly opening the jacket. Sincerely, xxx!"
2019-03-17,"Dear xxx Team, The leather jacket has been included in the same package. Do I have to order 2 separate payments (jacket and shoes extra) or a whole one (all the items I keep from this delivery, I only got one package and therefore only one delivery note)? Many thanks for your help!"
2019-04-09,"I would like to transfer the exact amount until tomorrow (payment deadline 12.04.). Due to a return order, the amount to be paid less rebate is unknown to me. Is it possible for me to transmit this as soon as possible? Thanks in advance."
2019-04-05,"Hello, I do not receive an excerpt from the articles you have registered for return, as in the last return - with etiquette? FGBWalter"
2019-04-18,"After only one wearing, I had to realize that the seam in the area of the Po s solves at two different points, so that already two holes have arisen at which point the fabric is then no longer sewn together. I am very disappointed and put the weak seams back on a lack of processed. I want to return this article!"
2019-03-27,"Hello, I have this order (blouse silk lipstick and mint &amp; berry jersey dress) with 3 other items from order xxx (by the way, both orders were listed on this delivery note, only online oddly separated) returned on 26.2.xxxx. In total, there were 5 articles in this returns package. The shipment number is: xxxxxxxxxxxx. Therefore your reminder to xxx is not correct here. I ask for clarification on your part. LG, xxx"
2019-04-03,"xxx, I wanted to ask why it takes so long until the order is sent out ??? I need the items by Saturday at the latest !! I&#39;m not used to having to wait for your order so long? I ask for a short feedback !! xxx"
2019-04-18,"The shipment has gone back, not delivered. Shipment number: xxxxxxxxxxxxxxxxxxxx"
2019-04-15,Good day Is the delivery on 20.04.
2019-03-28,"Good day, this coat has been faultlessly liberated xxx is missing on the right arm The belt that belongs to this coat and has been worn was not included and has several stains! Best regards xxx"
2019-04-01,"Dear Ladies and Gentlemen, Can you please check? I have not received the two items. In the order summary are as arrived. Can you please check where the shipment is located?"
2019-03-21,"Dear Ladies and Gentlemen, I am happy to refer to this order. The shoes from this order are after 2 times already wear really brittle and wear themselves off. Is this normal? Do you need pictures? Yours sincerely"
2019-04-05,"Hello, Both items were not included in the package arrived today, but they are still listed on the bill."
2019-04-05,In both T-shirt have the back 2 small holes
2019-04-18,"Hello xxx team, recently I ordered the above polo shirt from xxx. I wore it once when I discovered that some threads are loosening at the bottom hem. Although I can remedy this defect by a seamstress, but he is absolutely unacceptable for the price. Therefore, I ask you either for price reduction or withdrawal of the article. Thanks in advance. xxx"
2019-04-10,"In the shipment tracking is, the order was delivered on 13.04 at 11:40, only I have not received a package. I was working and nobody has any of my neighbors."
2019-04-30,Great! Perfect for slightly larger women. Laminated super hip and xxx
2019-03-21,"Dear xxx-Team, according to illustration a black tie belt belongs to this dress. This was not included in the delivery Thank you for the processing. Kind regards. xxx"
2019-04-09,"Ladies and Gentlemen On the order page it is indicated that I still have to pay an open amount of approx. xxx. However, I have also returned a xxx and xxx coat size M (xxxx90.-), this has not been deducted from the invoice amount yet. Please deduct this amount, then I will gladly settle the outstanding amount. Yours sincerely, xxx"
2019-03-28,"Good day, I need new return documents for my order via your partner Engelhorn. Best regards Stele"
2019-04-01,"Hello dear xxx team, I have now received a reminder for the second time, although I had sent back the Anna Field bag. Please check the return. A consignment note, I have synonymous for it .... xxx, xxx"
2019-03-28,Seams are torn under the arm.
2019-04-26,Everything top - shipping time about 5 working days
2019-03-27,"Dear Sirs, I have already transferred the open invoice for the following orders: xxx and xxx. Did you already get the money? Sincerely, xxx"
2019-03-19,Good day had 2 pants returned and 1 kept and this bill I have transferred.
2019-04-11,"Dear xxx Team, I have sent the delivery on 01.04.xxxx by DHL back to you. Unfortunately, I have not received any return information until now. I ask for verification of the return. Thanks in advance..."
2019-04-01,"Hello, I refer to your email below. I have returned all items except 2 The due amount of 79.- I have long since transferred. How you come to a billing amount of 5.- is a mystery to me. Can you check this again? Yours sincerely, xxx"
2019-04-01,I have paid too much and would like to know when I receive my refund?
2019-04-23,"I would like to return the xxxxxxxxxxx RC 2 - Running Shoe Neutral - cloud white / silver metallic / gray one delivered by Schuhe.de, but unfortunately there was no return label included, could you send one to me? Sincerely, xxx"
2019-03-25,"Hello, In September I bought the Nike shoes, but unfortunately there is a hole on the border of the inner and outer material (close to the top two laces). Can you do something with it? Thanks in advance. xxx"
2019-03-17,"I ordered articles from a shipping partner (xxx). However, the package does not include any return documents with which I can register these items for return. Please send me the necessary return documents. Thank you very much."
2019-04-15,"Hello, I have placed the order and only then saw that I have a 10% coupon. Can this still be charged? Greetings xxx"
2019-04-29,"Good overview, great with the favorites heart and the sizes recommendation - now only a wedding dress bvesonders really liked and fit."
2019-04-16,"Dear xxx Team, Unfortunately I have to tell you for the first time with this email about a dissatisfaction in connection with an order with you. From the order I have just kept the two Lacoste T-shirts. These are now after a single wash at 20 degrees (!) So gone out of shape and run in that I can no longer wear them. Accordingly, I would like to complain about this. Normally, I would at least wear such low-quality garments for sports. But I am not ready for the quite expensive price. Accordingly, I expect you to withdraw the t-shirts. Many thanks and nice holidays on the eastern side, xxx"
2019-04-01,"Hello, I have paid the amount on 28.03. Today I was refunded the amount. How so ? I would like to also know why I can not select other payment methods. Everything has been paid on time and no invoice open. One week ago I wrote to xxx and until today I have not received any feedback."
2019-04-09,With the request for the return kit. Many Thanks
2019-04-11,everywhere holes after 10 times tighten ..
2019-04-01,The article does not fit. I ask for sending a return slip.
2019-04-01,"I bought these sweaters for my son. He carried it yesterday, but later saw that a xxx is broken. What can we do."
2019-03-22,Good day. I am missing the return documents for my order of the Partner zLabels. I would like to return all four articles. Can you send me the return documents? Many thanks and kind regards.
2019-03-27,"Hello dear xxx team, I made an order on 24.3.xxxx with them and I was assured that the delivery on 27.03.xxxx or 28.03.xxxx takes place. In the shipment tracking, the package has not yet been launched. How long does it take to ship my order and when can I expect my package? Best regards, xxx."
2019-03-27,"Hello, unfortunately just canceled the order. Can you undo it please"
2019-03-17,"It&#39;s about ordering at Next. I take a vest and want to send the other two back. Unfortunately, no documents (invoice / return note / etc) in the package."
2019-03-22,"Dear Sirs, Regrettably, the &#39;adidas Superstar&#39; did not fit the recommended size of 38 2/3. It is culturally possible to exchange it for the same price (79.95 € less 20%) in size 39 1/3. Thanks in advance. I ask for a short positive answer. xxx"
2019-04-17,"Hello, I have already returned these pants, see return form. Request for correction! Many Thanks. Best regards xxx"
2019-03-21,"Hello, today I picked up the package and when I saw the shoes, I immediately noticed that the shoes have been worn at least one day, the sole is dirty and there are two small spots on one of the shoes, since it is the last Couple is, in this size I think it&#39;s a pity. For an already worn shoe, I am not ready to pay the sum of xxxx95, if they could meet me with the price, I would be grateful. lg"
2019-03-17,"Sg ladies and gentlemen, unfortunately something went wrong with this delivery! The pants with the article number xxx I have never received, but a black, already washed pants and in addition a white T-shirt, which I had never ordered ... both went back - so this bill is paid! I ask for renewed examination on your part and cancellation! Thank you so much! Kind regards"
2019-03-27,"I have received this order, I would like to keep the sweater in size 34. The article is now cheaper. I will send the sweater back in size 36 I would like to have the difference to the discount for the sweater in size 34. I ordered the deposit by cash in advance and therefore paid achon. Thank you"
2019-04-26,Large selection of articles
2019-03-27,"Hello, I would like to complain about this jacket and need a return label for the return. Many Thanks. Best regards xxx"
2019-04-26,Delivery went fast and smoothly! Top!
2019-03-17,"Hello, I would like to buy the shoes but they are cheaper now. My order is over 99.95 and now they are 79.99. What do I do now? Do I order again or do I simply transfer 79.99? xxx"
2019-04-01,good day have the open item from this order of xxx ¬ today referred to you and hope for early credit on my account thanks a lot :) LG
2019-04-01,"Hello, the goods have not arrived to date and in the shipment tracking is no longer in there status. xxx happening? xxx xxx"
2019-03-21,"Dear xxx Team, I have already returned the article 8 days ago. Please contact your partner through whom the sale took place in connection xxx the bill / reminder. Thanks in advance! xxx, xxx"
2019-04-12,"Dear Ladies and Gentlemen, Thank you for your remembrance. The goods of the order arrived only on Wednesday, 3.4.xxxxx with me. I have already transferred the items I have kept on Friday, 5.4.xxxxx. I handed over the rest of the articles to HermesVersand last week (Thursday, 11.4.xxxxx), which should arrive on Monday or Tuesday, so it should be done within two weeks of receipt. Best regards, xxx"
2019-03-22,"Hello, I have received a first reminder to above order number. However, I have long since returned the item to Esprit. I received it on 27.02.19 and about on 28.02. or 01.03. sent back with the enclosed returns label. Unfortunately, I did not keep shipment information from DHL on this return. Could you please ask xxx if they forgot to return the return to xxx? If you can not reach anything at xxx without shipment information from DHL, I am of course willing to pay the outstanding amount. It would be a pity, though. This has never happened to me before, although I really often buy from Zaland and occasionally return. Please give me rechtzetog notice before the deadline until when I should transfer without a 2nd reminder to receive (29.03.xxxxx Thank you in advance and best regards, xxx"
2019-04-01,"Hello, I bought the above pants for € 87.95 from you. Today I see that there are the pants in my size for € 65.95. Since this happened within the opposition period, I wanted to ask, if the difference was credited to me again resp. can be paid. Sincerely, xxx"
2019-03-22,"Dear Ladies and Gentlemen, I hereby refer to your e-mail from 22.03.xxxxx You have asked me to tell you the shipment number. Unfortunately, I have no tracking number, because I have no proof of receipt. xxx place"
2019-04-01,"Dear Ladies and Gentlemen! The dress xxx ball gown totally eclipse (No. xxx) was not included in my order. Since I have already found something, I expect no subsequent delivery, but the return transfer of € 59.99. Sincerely, xxx"
2019-04-09,"Hello, I have already sent the article back from xxx. LG Özlem"
2019-04-16,"Dear Ladies and Gentlemen, The ordered dress has two defects and will be sent back. Nevertheless, I would like to order the same dress again in the same size. Should I simply make a new order, or could they send me a dress without defects with the same order? Many thanks in advance Best regards xxx"
2019-04-01,"Hello, I would like to return all items of this order. Two pairs of shoes are from a partner company, so I can not register the returns online. Unfortunately, the package no return slip enclosed. How can I register the return? The 3 things ordered were all in the same package from xxx. Thanks and best regards xxx"
2019-03-17,"Hello, when will my above mentioned return be processed? I have the damaged items on Monday, 11.3. sent back. The second returnscope already edited. Thank you for your response. Sincerely xxx"
2019-04-11,"Dear Sir / Madam, Could I get a new return label for the item Nike Bra White from this order? Thank you!"
2019-05-06,"Just everything, it works great, I have never had a problem. Man, I can try on calm at home and do not lose time while &#39;shopping&#39;. Am excited, and xxx of articles."
2019-04-09,"I would like to return the ordered partner article next wollmantel gr 40. Unfortunately, the package was no return slip. Please need help. Thanks a lot xxx"
2019-03-17,"Hello xxx Team, when will my refund come? Thanks and best regards xxx"
2019-04-03,"Hello, the coat included in the order has an already cut seam on the side of the jacket. Can anything be done here? Something like that should not happen so soon. Thanks and regards, xxx"
2019-04-01,"Hello, my order with the number xxx was strangely not delivered by DHL and sent back to xxx. (we got 15 years without problems packages and our address, last on 27.3 of xxx order number xxx) Anyway, therefore, we have made a new order with the articles and paid with Paypal. Order number xxx. Paypal transaction code: xxxxxx. xxx invoice number: xxxxxxxx. Oddly enough, despite payment, we did not receive any confirmation of the new order and the order does not appear in the customer account."
2019-03-27,How should I proceed if I want to pay part of the order with a voucher? Many Thanks.
2019-04-09,"Dear Sir / Madam, I have ordered the xxxxx running shoe stability - mid gray / silver in size 42 for xxxx95 Euro. Now the same article costs only 83,95 Euro !!! I would buy the running shoe for the cheaper price. Are you OK with that? Sincerely, xxx"
2019-03-17,"Hello, I have paid for my orders. Use: xxx and xxx, name: xxx"
2019-03-17,"Dear xxx Team, First of all thanks for the fast delivery. I have two concerns: First, this article is about: xxx xxx dress / festive dress - blue Article No .: xxx Size: xxx I need a dress for my daughter. All of the ordered dress fits only this one. Ironically, this zipper is broken. He goes to the middle, not at all. Since I need the dress quite xxxxend and there is the last in this size - I have inquired at a change tailoring ... The zipper could be exchanged. Could you accommodate me here with a discount? The second concern: It is about this article: adidas Originals xxxxx - Sneaker low - footwear white / crystal white Article No .: xxxxxxx-A11 Size: 38 2/3 The left shoe - I think a production error? On the sides / edges is clearly an adhesive edge to see, filthy and material defects. I add pictures. Can you help me here as well? I wish you a nice weekend. Best regards, xxx"
2019-04-09,"Hello, my address for the order is a Hermes address. Nevertheless, my order (in three different deliveries) was shipped with DHL. However, they will be rejected at this address. Two of the deliveries were refunded to me, but I can not locate the third package. I would like to receive the items of the untraceable package as soon as possible. How should I proceed? Sincerely, xxx"
2019-04-15,"Hello, I have no return label and would like to return the shoes"
2019-04-18,"Could you still credits the xxxxxxxxxx discount code vllt later? Unfortunately, I thought it will be activated automatically and would not like to cancel the order and order again. That would be nice! Many thanks &amp; Happy Easter ever !!"
2019-04-16,"Hello, I wanted the Bullboxer Sneaker low - tan / cognac Item #: XXXxxxxxxx-B11Size:38 Return, but the DHL label could not be read by DHL. Can you send me a new label? Many Thanks. xxx"
2019-04-01,"Unfortunately, there was no return coupon, I do not know where to send the parcel back."
2019-04-19,"Ladies and gentlemen, I apologize for the late payment of my bill. I transferred the outstanding amount of 4.90 € on 11.3.xxxx online (invoice amount of 37.35 minus my credit iH of 32.45 €). Please confirm in writing that my payouts have been settled. Many Thanks! Sincerely, xxx"
2019-04-09,"Good day I have returned all 4 different packages over two weeks ago and the amounts are still open. Can you check if the returns have arrived? If desired, I can send you the return receipt I received from the post office. Best regards xxx"
2019-04-16,"Dear Ladies and Gentlemen, I would like to return the above shoes, but unfortunately no return label is available. How do I proceed? Best regards, xxx"
2019-04-01,Closure broken after three days in use
2019-04-08,"Bottom part or pants is torn at the seam on the buttocks, photos available."
2019-03-22,When I first wore it I noticed that the seam on the left sleeve rises in several places. Please give me a suggestion on how we can agree. Thank you for your speedy treatment Best regards xxx
2019-03-31,I have returned the complete order. But only today. Should I still instruct the payment and you write me the amount back in 14 days or can you possibly put a dunning stop on the order? Thank you for an answer xxx
2019-03-27,"Hello, Unfortunately, this is already the second Bershka Jeans, which forms a hole in the thigh within a few weeks. Do you need pictures for a return or do I have to send the jeans back directly? Best regards xxx"
2019-04-15,"Hello, on my xxx account are 70 € credit balance, please settle this with the open amount. Thank you. Sincerely, xxx"
2019-04-18,"Dear xxx team, I have the retained articles of this order: Order number xxx unfortunately transferred together with the amount of the other, simultaneous order. Under the purpose xxx were xxxx93 € for all items that were kept, transferred. The two returns are already on their way. I hope everything can be corrected. Many Thanks! Best regards xxx"
2019-04-19,"Dear xxx Team, Today you sent me an email requesting that I pay for the items in this order. Only I have the order completely returned to DHL. Sincerely, xxx"
2019-03-19,"Dear xxx Team, I have sent back the above shell. Unfortunately, this garment is deposited as &quot;not returned&quot;. How do I continue to go there? Did it disappear somewhere on the return? Since I did not keep this shell, I will not pay this either. I look forward to your reply . Sincerely xxx"
2019-04-11,"Hello xxx team, about a month ago I ordered the rubber boots from xxx, after wearing them last week, unfortunately I noticed after a short time that the left boot on the left side is leaking and so water has come into the shoe , Now my question is if I can send the item back and get a replacement or at least get my money back? Sincerely, xxx"
2019-03-27,Unfortunately I had indicated the wrong delivery address. Can the package be sent to another address? I received a message from DHL that was delayed. Correct address: xxx C / O xxx xxx Since I live abroad I have to send the order back. Thanks for the help xxx
2019-04-01,"Dear xxx Team, The adidas leggings with the Adidas mark on the side breaks. The quality of adidas has really diminished constantly something is broken. It dissolves in the seam. I have taken pictures which I will gladly send you. Unfortunately, I can not find anything where I could put it here. Sincerely, xxx"
2019-05-06,"Great company, great shoes."
2019-04-19,"Hello! Regarding your reminder today, I would like to state the following: I have the still outstanding article of xxx partner xxx on 18.04. sent back, which is hereby reminded. For me, the order was actually already completed, otherwise no payment is pending. Please contact xxx directly, who should arrange the corresponding return steps and inform you about the received return. Sincerely, xxx"
2019-03-21,"Hello, today I received the package and discovered that the size 41 Nike shoe was not included in the package. Will it be extra or what happened there? Sincerely, xxx"
2019-03-17,"Dear xxx team, I have received your reminder with regret. Unfortunately, I do not know how this delay could arise because I have either paid or returned every piece of clothing in this bill. Which garments are the goods that have not yet been paid for or returned? Sincerely, xxx"
2019-03-17,"Hi, I&#39;m a coworker at xxx and have the complete order (xxx) delivered locally in the logistics center xxx. I received the confirmation letter. Please post the article I have submitted as returned. Like xxx"
2019-04-18,"Hello, I was traveling and I have just come to open the package. There was not in it, what I ordered, but only a bright yellow crop top in size M, article number according to the label xxxxxxxxx. It is an article by Even &amp; Odd. The 2 pieces I ordered were xxx in the pack - xxx! What do I do now? In any case, my address is on the package. With best thanks and best regards xxx"
2019-04-25,"Dear Ladies and Gentlemen, Also today the package (we originally advised) did not arrive. I think your shipping times xxx appropriate if you think that with PayPal directly in advance and in this case, since probably only on Monday, then a good week. Incidentally, the following Texz from DHL also speaks volumes: xxx, 26.04.xxxx 17:00 - The order data for this shipment were sent electronically to DHL by the sender. THE SIT BUT NOT NO xxxxx !! How could she please write to me at 17:08 that the package has just left the camp ?? There is something very big xxx in your communication. regards"
2019-05-03,Super fast delivery
2019-04-01,"I have received a reminder, but here it indicates that I have paid it? I&#39;m just a bit confused?"
2019-03-06,"Hello, I would like to inform you that the article xxx is defective after only a few times of wearing. The associated order no. is xxx. I am happy to send you photos, please let me know your e-mail address. With the request for a solution and with best regards, xxx"
2019-04-16,"The acceptance of the above shipment was denied today because it looked very damaged (tattered). A re-order of the articles was abandoned today. Please note this when invoicing. Sincerely, MandyScholz"
2019-04-17,"Good evening, I ordered the blouse from New Look for my sister and gave it to her for xxx. Now we noticed in the fitting, that this has an open seam or seam on the collar is not sewn on the left, xxxxxxen I complain because of lack of quality and would like to return. The blouse is unworn, but I removed the label before giving, because everything looked okay at first glance. I can send you pictures of the error if you have an e-mail address for this. Could you please send me a return label and return the money to me? The other top of the order I have already returned on Saturday, which is why I unfortunately no longer have the original return label. I wish you a nice rest weekend and thank you for your support. Best regards, xxx TEL.:xxxxxxxxxxxxx"
2019-03-26,Hello! Could I use the xxxxxxxxx coupon on my order?
2019-04-09,"Hello, I have submitted on Friday the 05.04.xxxx a return to the post office and wanted to inquire whether this arrived at your warehouse. So far I have not received any feedback. Since I&#39;m used to xxx a quick transaction and within a few days always received a message via email, I just wanted to inquire. I have requested payment for the retained goods (3 items). Greetings xxx"
2019-04-09,Good day I have returned this article and already paid. But I did not return a refund when sending it back. Could you change that? Thank you.
2019-04-18,In my last order was missing an article. Polo shirt by lacoste.
2019-03-17,"xxx Have received their email for reminder.xxx but very scared of this message.Here I would like to inform you that I have sent these two dresses separately on 26.02.xxxx zurück.Ich very much like to buy at xxx and had never Trouble. Therefore, I hope that everything clears up very quickly. It greets very friendly xxx"
2019-03-17,"Dear ladies and gentlemen, I have washed the blouse and unfortunately there is a discoloration on the inside and outside of the article sign above. I am happy to send you a photo of the article. Sincerely, Istogu"
2019-04-18,"Hello I have some time ago with you ordered a mini backpack, unfortunately, the Reisvercvluss is already broken after a short time now. could i refund the backpack or order a new one? Greetings xxx"
